date,store_nbr,transactions,month_day
2017-08-16,11,2200,08-16
2017-08-16,12,1156,08-16
2017-08-16,13,864,08-16
2017-08-16,14,1934,08-16
2017-08-16,15,1439,08-16
2017-08-16,16,1000,08-16
2017-08-16,17,1310,08-16
2017-08-16,18,1306,08-16
2017-08-16,19,1158,08-16
2017-08-16,23,1161,08-16
2017-08-16,24,2391,08-16
2017-08-16,25,754,08-16
2017-08-16,26,730,08-16
2017-08-16,27,1018,08-16
2017-08-16,28,708,08-16
2017-08-16,30,692,08-16
2017-08-16,31,1184,08-16
2017-08-16,32,667,08-16
2017-08-16,33,1046,08-16
2017-08-16,34,2379,08-16
2017-08-16,35,509,08-16
2017-08-16,37,1370,08-16
2017-08-16,38,1414,08-16
2017-08-16,39,1325,08-16
2017-08-16,40,1169,08-16
2017-08-16,41,715,08-16
2017-08-16,43,1124,08-16
2017-08-16,44,3508,08-16
2017-08-16,45,3134,08-16
2017-08-16,46,3186,08-16
2017-08-16,47,3335,08-16
2017-08-16,48,2428,08-16
2017-08-16,49,1557,08-16
2017-08-16,50,2227,08-16
2017-08-16,51,1548,08-16
2017-08-16,54,788,08-16
2017-08-16,1,1762,08-16
2017-08-16,2,1794,08-16
2017-08-16,3,2721,08-16
2017-08-16,4,1285,08-16
2017-08-16,5,1459,08-16
2017-08-16,6,1584,08-16
2017-08-16,7,1583,08-16
2017-08-16,8,2491,08-16
2017-08-16,9,1949,08-16
2017-08-16,10,1109,08-16
2017-08-16,11,2128,08-16
2017-08-16,12,1145,08-16
2017-08-16,13,903,08-16
2017-08-16,14,1558,08-16
2017-08-16,15,1270,08-16
2017-08-16,16,933,08-16
2017-08-16,17,1310,08-16
2017-08-16,18,1362,08-16
2017-08-16,19,1017,08-16
2017-08-16,23,1085,08-16
2017-08-16,24,2293,08-16
2017-08-16,25,692,08-16
2017-08-16,26,690,08-16
2017-08-16,27,969,08-16
2017-08-16,28,819,08-16
2017-08-16,30,752,08-16
2017-08-16,31,1185,08-16
2017-08-16,32,668,08-16
2017-08-16,33,1096,08-16
2017-08-16,34,2221,08-16
2017-08-16,35,627,08-16
2017-08-16,37,1299,08-16
2017-08-16,38,1317,08-16
2017-08-16,39,1258,08-16
2017-08-16,40,1017,08-16
2017-08-16,41,646,08-16
2017-08-16,43,1055,08-16
2017-08-16,44,3349,08-16
2017-08-16,45,2759,08-16
2017-08-16,46,2786,08-16
2017-08-16,47,2973,08-16
2017-08-16,48,2130,08-16
2017-08-16,49,1500,08-16
2017-08-16,50,2182,08-16
2017-08-16,51,1489,08-16
2017-08-16,54,768,08-16
2017-08-16,1,1873,08-16
2017-08-16,2,1951,08-16
2017-08-16,3,2911,08-16
2017-08-16,4,1465,08-16
2017-08-16,5,1461,08-16
2017-08-16,6,1740,08-16
2017-08-16,7,1657,08-16
2017-08-16,8,2625,08-16
2017-08-16,9,1741,08-16
2017-08-16,10,1023,08-16
2017-08-16,11,2063,08-16
2017-08-16,12,1142,08-16
2017-08-16,13,797,08-16
2017-08-16,14,1490,08-16
2017-08-16,15,1245,08-16
2017-08-16,16,908,08-16
2017-08-16,17,1082,08-16
2017-08-16,18,1231,08-16
2017-08-16,19,1078,08-16
2017-08-16,23,1178,08-16
2017-08-16,24,2501,08-16
2017-08-16,25,795,08-16
2017-08-16,26,681,08-16
2017-08-16,27,1034,08-16
2017-08-16,28,674,08-16
2017-08-16,30,655,08-16
2017-08-16,31,952,08-16
2017-08-16,32,565,08-16
2017-08-16,33,1011,08-16
2017-08-16,34,2071,08-16
2017-08-16,35,538,08-16
2017-08-16,37,1437,08-16
2017-08-16,38,1495,08-16
2017-08-16,39,1094,08-16
2017-08-16,40,886,08-16
2017-08-16,41,722,08-16
2017-08-16,43,1019,08-16
2017-08-16,44,3704,08-16
2017-08-16,45,2872,08-16
2017-08-16,46,2901,08-16
2017-08-16,47,3207,08-16
2017-08-16,48,2179,08-16
2017-08-16,49,1606,08-16
2017-08-16,50,2186,08-16
2017-08-16,51,1683,08-16
2017-08-16,54,690,08-16
2017-08-16,1,1616,08-16
2017-08-16,2,1691,08-16
2017-08-16,3,2503,08-16
2017-08-16,4,1245,08-16
2017-08-16,5,1319,08-16
2017-08-16,6,1432,08-16
2017-08-16,7,1523,08-16
2017-08-16,8,2482,08-16
2017-08-16,9,1730,08-16
2017-08-16,10,883,08-16
2017-08-16,11,2004,08-16
2017-08-16,12,1057,08-16
2017-08-16,13,746,08-16
2017-08-16,14,1456,08-16
2017-08-16,15,1178,08-16
2017-08-16,16,857,08-16
2017-08-16,17,990,08-16
2017-08-16,18,1222,08-16
2017-08-16,19,861,08-16
2017-08-16,23,1056,08-16
2017-08-16,24,2275,08-16
2017-08-16,25,691,08-16
2017-08-16,26,660,08-16
2017-08-16,27,976,08-16
2017-08-16,28,701,08-16
2017-08-16,30,682,08-16
2017-08-16,31,1067,08-16
2017-08-16,32,680,08-16
2017-08-16,33,862,08-16
2017-08-16,34,2043,08-16
2017-08-16,35,511,08-16
2017-08-16,37,1245,08-16
2017-08-16,38,1224,08-16
2017-08-16,39,1072,08-16
2017-08-16,40,923,08-16
2017-08-16,41,693,08-16
2017-08-16,43,970,08-16
2017-08-16,44,3121,08-16
2017-08-16,45,2592,08-16
2017-08-16,46,2623,08-16
2017-08-16,47,2738,08-16
2017-08-16,48,1972,08-16
2017-08-16,49,1468,08-16
2017-08-16,50,2011,08-16
2017-08-16,51,1437,08-16
2017-08-16,54,617,08-16
2017-08-16,1,1770,08-16
2017-08-16,2,1949,08-16
2017-08-16,3,2943,08-16
2017-08-16,4,1498,08-16
2017-08-16,5,1447,08-16
2017-08-16,6,1620,08-16
2017-08-16,7,1758,08-16
2017-08-16,8,2748,08-16
2017-08-16,9,1710,08-16
2017-08-16,10,938,08-16
2017-08-16,11,2029,08-16
2017-08-16,12,1043,08-16
2017-08-16,13,780,08-16
2017-08-16,14,1405,08-16
2017-08-16,15,1189,08-16
2017-08-16,16,890,08-16
2017-08-16,17,1043,08-16
2017-08-16,18,1190,08-16
2017-08-16,19,944,08-16
2017-08-16,23,1144,08-16
2017-08-16,24,2586,08-16
2017-08-16,25,1041,08-16
2017-08-16,26,694,08-16
2017-08-16,27,1003,08-16
2017-08-16,28,676,08-16
2017-08-16,30,711,08-16
2017-08-16,31,1067,08-16
2017-08-16,32,679,08-16
2017-08-16,33,815,08-16
2017-08-16,34,2472,08-16
2017-08-16,35,584,08-16
2017-08-16,37,1500,08-16
2017-08-16,38,1473,08-16
2017-08-16,39,1090,08-16
2017-08-16,40,892,08-16
2017-08-16,41,750,08-16
2017-08-16,43,1286,08-16
2017-08-16,44,3751,08-16
2017-08-16,45,3172,08-16
2017-08-16,46,3109,08-16
2017-08-16,47,3213,08-16
2017-08-16,48,2262,08-16
2017-08-16,49,1805,08-16
2017-08-16,50,2264,08-16
2017-08-16,51,1709,08-16
2017-08-16,54,631,08-16
2017-08-16,1,1295,08-16
2017-08-16,2,1993,08-16
2017-08-16,3,3394,08-16
2017-08-16,4,1750,08-16
2017-08-16,5,1540,08-16
2017-08-16,6,2026,08-16
2017-08-16,7,1606,08-16
2017-08-16,8,2854,08-16
2017-08-16,9,2304,08-16
2017-08-16,10,1393,08-16
2017-08-16,11,2361,08-16
2017-08-16,12,1274,08-16
2017-08-16,13,1196,08-16
2017-08-16,14,1969,08-16
2017-08-16,15,1390,08-16
2017-08-16,16,1105,08-16
2017-08-16,17,1557,08-16
2017-08-16,18,1296,08-16
2017-08-16,19,1646,08-16
2017-08-16,23,1203,08-16
2017-08-16,24,2358,08-16
2017-08-16,25,1635,08-16
2017-08-16,26,862,08-16
2017-08-16,27,1341,08-16
2017-08-16,28,963,08-16
2017-08-16,30,751,08-16
2017-08-16,31,1313,08-16
2017-08-16,32,867,08-16
2017-08-16,33,949,08-16
2017-08-16,34,2715,08-16
2017-08-16,35,752,08-16
2017-08-16,37,1477,08-16
2017-08-16,38,2280,08-16
2017-08-16,39,1637,08-16
2017-08-16,40,1055,08-16
2017-08-16,41,978,08-16
2017-08-16,43,1147,08-16
2017-08-16,44,4812,08-16
2017-08-16,45,4168,08-16
2017-08-16,46,4364,08-16
2017-08-16,47,4363,08-16
2017-08-16,48,3628,08-16
2017-08-16,49,2503,08-16
2017-08-16,50,3221,08-16
2017-08-16,51,1814,08-16
2017-08-16,54,917,08-16
2017-08-16,1,542,08-16
2017-08-16,2,1937,08-16
2017-08-16,3,3355,08-16
2017-08-16,4,1799,08-16
2017-08-16,5,1412,08-16
2017-08-16,6,2101,08-16
2017-08-16,7,1299,08-16
2017-08-16,8,2715,08-16
2017-08-16,9,2226,08-16
2017-08-16,10,1155,08-16
2017-08-16,11,2539,08-16
2017-08-16,12,1190,08-16
2017-08-16,13,901,08-16
2017-08-16,14,1266,08-16
2017-08-16,15,1078,08-16
2017-08-16,16,1180,08-16
2017-08-16,17,1372,08-16
2017-08-16,18,1387,08-16
2017-08-16,19,1266,08-16
2017-08-16,23,1107,08-16
2017-08-16,24,1813,08-16
2017-08-16,25,845,08-16
2017-08-16,26,890,08-16
2017-08-16,27,1534,08-16
2017-08-16,28,1131,08-16
2017-08-16,30,622,08-16
2017-08-16,31,1204,08-16
2017-08-16,32,702,08-16
2017-08-16,33,1165,08-16
2017-08-16,34,2381,08-16
2017-08-16,35,650,08-16
2017-08-16,37,1204,08-16
2017-08-16,38,2331,08-16
2017-08-16,39,1603,08-16
2017-08-16,40,954,08-16
2017-08-16,41,1126,08-16
2017-08-16,43,982,08-16
2017-08-16,44,4648,08-16
2017-08-16,45,4131,08-16
2017-08-16,46,4494,08-16
2017-08-16,47,4641,08-16
2017-08-16,48,3977,08-16
2017-08-16,49,2413,08-16
2017-08-16,50,3117,08-16
2017-08-16,51,1707,08-16
2017-08-16,54,1212,08-16
2017-08-16,1,1738,08-16
2017-08-16,2,1782,08-16
2017-08-16,3,2681,08-16
2017-08-16,4,1423,08-16
2017-08-16,5,1451,08-16
2017-08-16,6,1608,08-16
2017-08-16,7,1588,08-16
2017-08-16,8,2622,08-16
2017-08-16,9,1859,08-16
2017-08-16,10,1217,08-16
2017-08-16,11,2003,08-16
2017-08-16,12,1180,08-16
2017-08-16,13,923,08-16
2017-08-16,14,1597,08-16
2017-08-16,15,1356,08-16
2017-08-16,16,1004,08-16
2017-08-16,17,1231,08-16
2017-08-16,18,1298,08-16
2017-08-16,19,1120,08-16
2017-08-16,23,1135,08-16
2017-08-16,24,2379,08-16
2017-08-16,25,714,08-16
2017-08-16,26,702,08-16
2017-08-16,27,1052,08-16
2017-08-16,28,755,08-16
2017-08-16,30,680,08-16
2017-08-16,31,1123,08-16
2017-08-16,32,706,08-16
2017-08-16,33,1141,08-16
2017-08-16,34,2345,08-16
2017-08-16,35,627,08-16
2017-08-16,37,1368,08-16
2017-08-16,38,1350,08-16
2017-08-16,39,1228,08-16
2017-08-16,40,1048,08-16
2017-08-16,41,740,08-16
2017-08-16,43,1136,08-16
2017-08-16,44,3392,08-16
2017-08-16,45,2872,08-16
2017-08-16,46,2797,08-16
2017-08-16,47,3150,08-16
2017-08-16,48,2308,08-16
2017-08-16,49,1507,08-16
2017-08-16,50,2110,08-16
2017-08-16,51,1522,08-16
2017-08-16,54,821,08-16
2017-08-16,1,1772,08-16
2017-08-16,2,1794,08-16
2017-08-16,3,2630,08-16
2017-08-16,4,1327,08-16
2017-08-16,5,1340,08-16
2017-08-16,6,1447,08-16
2017-08-16,7,1611,08-16
2017-08-16,8,2545,08-16
2017-08-16,9,1855,08-16
2017-08-16,10,1170,08-16
2017-08-16,11,2095,08-16
2017-08-16,12,1177,08-16
2017-08-16,13,884,08-16
2017-08-16,14,1555,08-16
2017-08-16,15,1343,08-16
2017-08-16,16,995,08-16
2017-08-16,17,1266,08-16
2017-08-16,18,1380,08-16
2017-08-16,19,1028,08-16
2017-08-16,23,1139,08-16
2017-08-16,24,2261,08-16
2017-08-16,25,664,08-16
2017-08-16,26,704,08-16
2017-08-16,27,931,08-16
2017-08-16,28,815,08-16
2017-08-16,30,763,08-16
2017-08-16,31,1120,08-16
2017-08-16,32,656,08-16
2017-08-16,33,1049,08-16
2017-08-16,34,2306,08-16
2017-08-16,35,542,08-16
2017-08-16,37,1273,08-16
2017-08-16,38,1337,08-16
2017-08-16,39,1196,08-16
2017-08-16,40,1040,08-16
2017-08-16,41,680,08-16
2017-08-16,43,1084,08-16
2017-08-16,44,3317,08-16
2017-08-16,45,2867,08-16
2017-08-16,46,2723,08-16
2017-08-16,47,2939,08-16
2017-08-16,48,2134,08-16
2017-08-16,49,1516,08-16
2017-08-16,50,1998,08-16
2017-08-16,51,1438,08-16
2017-08-16,54,729,08-16
2017-08-16,1,1877,08-16
2017-08-16,2,2051,08-16
2017-08-16,3,3035,08-16
2017-08-16,4,1536,08-16
2017-08-16,5,1422,08-16
2017-08-16,6,1636,08-16
2017-08-16,7,1698,08-16
2017-08-16,8,2799,08-16
2017-08-16,9,1804,08-16
2017-08-16,10,1049,08-16
2017-08-16,11,2031,08-16
2017-08-16,12,1150,08-16
2017-08-16,13,762,08-16
2017-08-16,14,1320,08-16
2017-08-16,15,1232,08-16
2017-08-16,16,885,08-16
2017-08-16,17,1108,08-16
2017-08-16,18,1269,08-16
2017-08-16,19,1095,08-16
2017-08-16,23,1197,08-16
2017-08-16,24,2480,08-16
2017-08-16,25,868,08-16
2017-08-16,26,748,08-16
2017-08-16,27,1057,08-16
2017-08-16,28,710,08-16
2017-08-16,30,684,08-16
2017-08-16,31,1058,08-16
2017-08-16,32,575,08-16
2017-08-16,33,957,08-16
2017-08-16,34,2042,08-16
2017-08-16,35,507,08-16
2017-08-16,37,1467,08-16
2017-08-16,38,1424,08-16
2017-08-16,39,1166,08-16
2017-08-16,40,952,08-16
2017-08-16,41,693,08-16
2017-08-16,43,1055,08-16
2017-08-16,44,3852,08-16
2017-08-16,45,3022,08-16
2017-08-16,46,3005,08-16
2017-08-16,47,3258,08-16
2017-08-16,48,2207,08-16
2017-08-16,49,1619,08-16
2017-08-16,50,2130,08-16
2017-08-16,51,1704,08-16
2017-08-16,54,692,08-16
2017-08-16,1,1707,08-16
2017-08-16,2,1867,08-16
2017-08-16,3,2790,08-16
2017-08-16,4,1286,08-16
2017-08-16,5,1447,08-16
2017-08-16,6,1558,08-16
2017-08-16,7,1724,08-16
2017-08-16,8,2605,08-16
2017-08-16,9,2009,08-16
2017-08-16,10,1068,08-16
2017-08-16,11,2177,08-16
2017-08-16,12,1086,08-16
2017-08-16,13,845,08-16
2017-08-16,14,1435,08-16
2017-08-16,15,1234,08-16
2017-08-16,16,886,08-16
2017-08-16,17,1093,08-16
2017-08-16,18,1322,08-16
2017-08-16,19,962,08-16
2017-08-16,23,1139,08-16
2017-08-16,24,2316,08-16
2017-08-16,25,714,08-16
2017-08-16,26,776,08-16
2017-08-16,27,957,08-16
2017-08-16,28,823,08-16
2017-08-16,30,698,08-16
2017-08-16,31,1159,08-16
2017-08-16,32,720,08-16
2017-08-16,33,1009,08-16
2017-08-16,34,2258,08-16
2017-08-16,35,596,08-16
2017-08-16,37,1413,08-16
2017-08-16,38,1442,08-16
2017-08-16,39,1218,08-16
2017-08-16,40,911,08-16
2017-08-16,41,728,08-16
2017-08-16,43,1047,08-16
2017-08-16,44,3509,08-16
2017-08-16,45,3002,08-16
2017-08-16,46,3042,08-16
2017-08-16,47,3294,08-16
2017-08-16,48,2432,08-16
2017-08-16,49,1573,08-16
2017-08-16,50,2153,08-16
2017-08-16,51,1524,08-16
2017-08-16,54,714,08-16
2017-08-16,1,1806,08-16
2017-08-16,2,1977,08-16
2017-08-16,3,3230,08-16
2017-08-16,4,1520,08-16
2017-08-16,5,1564,08-16
2017-08-16,6,1689,08-16
2017-08-16,7,1935,08-16
2017-08-16,8,2887,08-16
2017-08-16,9,2031,08-16
2017-08-16,10,1085,08-16
2017-08-16,11,2476,08-16
2017-08-16,12,1152,08-16
2017-08-16,13,897,08-16
2017-08-16,14,1414,08-16
2017-08-16,15,1196,08-16
2017-08-16,16,909,08-16
2017-08-16,17,1143,08-16
2017-08-16,18,1234,08-16
2017-08-16,19,1084,08-16
2017-08-16,23,1125,08-16
2017-08-16,24,2562,08-16
2017-08-16,25,1151,08-16
2017-08-16,26,894,08-16
2017-08-16,27,1051,08-16
2017-08-16,28,829,08-16
2017-08-16,30,714,08-16
2017-08-16,31,1098,08-16
2017-08-16,32,749,08-16
2017-08-16,33,933,08-16
2017-08-16,34,2747,08-16
2017-08-16,35,757,08-16
2017-08-16,37,1611,08-16
2017-08-16,38,1607,08-16
2017-08-16,39,1359,08-16
2017-08-16,40,998,08-16
2017-08-16,41,751,08-16
2017-08-16,43,1499,08-16
2017-08-16,44,4064,08-16
2017-08-16,45,3488,08-16
2017-08-16,46,3521,08-16
2017-08-16,47,3720,08-16
2017-08-16,48,2911,08-16
2017-08-16,49,1872,08-16
2017-08-16,50,2465,08-16
2017-08-16,51,1880,08-16
2017-08-16,54,717,08-16
2017-08-16,1,1377,08-16
2017-08-16,2,2154,08-16
2017-08-16,3,3648,08-16
2017-08-16,4,1851,08-16
2017-08-16,5,1782,08-16
2017-08-16,6,2256,08-16
2017-08-16,7,1681,08-16
2017-08-16,8,3061,08-16
2017-08-16,9,2718,08-16
2017-08-16,10,1453,08-16
2017-08-16,11,3180,08-16
2017-08-16,12,1263,08-16
2017-08-16,13,1269,08-16
2017-08-16,14,2077,08-16
2017-08-16,15,1484,08-16
2017-08-16,16,1268,08-16
2017-08-16,17,1627,08-16
2017-08-16,18,1377,08-16
2017-08-16,19,1801,08-16
2017-08-16,23,1186,08-16
2017-08-16,24,2758,08-16
2017-08-16,25,1882,08-16
2017-08-16,26,1322,08-16
2017-08-16,27,1453,08-16
2017-08-16,28,1079,08-16
2017-08-16,30,859,08-16
2017-08-16,31,1625,08-16
2017-08-16,32,960,08-16
2017-08-16,33,1345,08-16
2017-08-16,34,2877,08-16
2017-08-16,35,1019,08-16
2017-08-16,37,1654,08-16
2017-08-16,38,2414,08-16
2017-08-16,39,1805,08-16
2017-08-16,40,1182,08-16
2017-08-16,41,1058,08-16
2017-08-16,43,1306,08-16
2017-08-16,44,5166,08-16
2017-08-16,45,4328,08-16
2017-08-16,46,4902,08-16
2017-08-16,47,5021,08-16
2017-08-16,48,4118,08-16
2017-08-16,49,2493,08-16
2017-08-16,50,3216,08-16
2017-08-16,51,1942,08-16
2017-08-16,54,1050,08-16
2017-08-16,1,531,08-16
2017-08-16,2,1884,08-16
2017-08-16,3,3391,08-16
2017-08-16,4,1777,08-16
2017-08-16,5,1477,08-16
2017-08-16,6,2152,08-16
2017-08-16,7,1304,08-16
2017-08-16,8,2624,08-16
2017-08-16,9,2516,08-16
2017-08-16,10,1166,08-16
2017-08-16,11,2882,08-16
2017-08-16,12,1182,08-16
2017-08-16,13,933,08-16
2017-08-16,14,1212,08-16
2017-08-16,15,1010,08-16
2017-08-16,16,1274,08-16
2017-08-16,17,1369,08-16
2017-08-16,18,1326,08-16
2017-08-16,19,1106,08-16
2017-08-16,23,1104,08-16
2017-08-16,24,2019,08-16
2017-08-16,25,1058,08-16
2017-08-16,26,1171,08-16
2017-08-16,27,1604,08-16
2017-08-16,28,1241,08-16
2017-08-16,30,653,08-16
2017-08-16,31,1470,08-16
2017-08-16,32,812,08-16
2017-08-16,33,1270,08-16
2017-08-16,34,2593,08-16
2017-08-16,35,856,08-16
2017-08-16,37,1180,08-16
2017-08-16,38,2281,08-16
2017-08-16,39,1591,08-16
2017-08-16,40,1035,08-16
2017-08-16,41,1204,08-16
2017-08-16,43,1112,08-16
2017-08-16,44,4736,08-16
2017-08-16,45,4198,08-16
2017-08-16,46,4794,08-16
2017-08-16,47,4935,08-16
2017-08-16,48,4193,08-16
2017-08-16,49,2590,08-16
2017-08-16,50,3216,08-16
2017-08-16,51,1798,08-16
2017-08-16,54,1196,08-16
2017-08-16,1,1714,08-16
2017-08-16,2,1704,08-16
2017-08-16,3,2779,08-16
2017-08-16,4,1267,08-16
2017-08-16,5,1615,08-16
2017-08-16,6,1590,08-16
2017-08-16,7,1504,08-16
2017-08-16,8,2587,08-16
2017-08-16,9,2304,08-16
2017-08-16,10,1127,08-16
2017-08-16,11,2439,08-16
2017-08-16,12,1182,08-16
2017-08-16,13,951,08-16
2017-08-16,14,1693,08-16
2017-08-16,15,1379,08-16
2017-08-16,16,1079,08-16
2017-08-16,17,1158,08-16
2017-08-16,18,1224,08-16
2017-08-16,19,1249,08-16
2017-08-16,23,1157,08-16
2017-08-16,24,2308,08-16
2017-08-16,25,930,08-16
2017-08-16,26,707,08-16
2017-08-16,27,1074,08-16
2017-08-16,28,744,08-16
2017-08-16,30,663,08-16
2017-08-16,31,1319,08-16
2017-08-16,32,765,08-16
2017-08-16,33,1177,08-16
2017-08-16,34,2507,08-16
2017-08-16,35,749,08-16
2017-08-16,37,1318,08-16
2017-08-16,38,1507,08-16
2017-08-16,39,1309,08-16
2017-08-16,40,1179,08-16
2017-08-16,41,826,08-16
2017-08-16,43,1206,08-16
2017-08-16,44,3459,08-16
2017-08-16,45,3305,08-16
2017-08-16,46,3382,08-16
2017-08-16,47,3749,08-16
2017-08-16,48,2840,08-16
2017-08-16,49,1710,08-16
2017-08-16,50,2521,08-16
2017-08-16,51,1545,08-16
2017-08-16,54,829,08-16
2017-08-16,1,1775,08-16
2017-08-16,2,1796,08-16
2017-08-16,3,2804,08-16
2017-08-16,4,1417,08-16
2017-08-16,5,1524,08-16
2017-08-16,6,1538,08-16
2017-08-16,7,1635,08-16
2017-08-16,8,2624,08-16
2017-08-16,9,2276,08-16
2017-08-16,10,1362,08-16
2017-08-16,11,2790,08-16
2017-08-16,12,1183,08-16
2017-08-16,13,940,08-16
2017-08-16,14,1642,08-16
2017-08-16,15,1330,08-16
2017-08-16,16,945,08-16
2017-08-16,17,1374,08-16
2017-08-16,18,1422,08-16
2017-08-16,19,1277,08-16
2017-08-16,23,1146,08-16
2017-08-16,24,2425,08-16
2017-08-16,25,874,08-16
2017-08-16,26,791,08-16
2017-08-16,27,978,08-16
2017-08-16,28,887,08-16
2017-08-16,30,722,08-16
2017-08-16,31,1175,08-16
2017-08-16,32,703,08-16
2017-08-16,33,1182,08-16
2017-08-16,34,2458,08-16
2017-08-16,35,636,08-16
2017-08-16,37,1412,08-16
2017-08-16,38,1472,08-16
2017-08-16,39,1414,08-16
2017-08-16,40,1151,08-16
2017-08-16,41,763,08-16
2017-08-16,43,1065,08-16
2017-08-16,44,3568,08-16
2017-08-16,45,3253,08-16
2017-08-16,46,3481,08-16
2017-08-16,47,3509,08-16
2017-08-16,48,2734,08-16
2017-08-16,49,1727,08-16
2017-08-16,50,2628,08-16
2017-08-16,51,1551,08-16
2017-08-16,54,847,08-16
2017-08-16,1,1853,08-16
2017-08-16,2,1905,08-16
2017-08-16,3,2984,08-16
2017-08-16,4,1419,08-16
2017-08-16,5,1592,08-16
2017-08-16,6,1659,08-16
2017-08-16,7,1723,08-16
2017-08-16,8,2814,08-16
2017-08-16,9,2036,08-16
2017-08-16,10,1186,08-16
2017-08-16,11,2465,08-16
2017-08-16,12,1171,08-16
2017-08-16,13,855,08-16
2017-08-16,14,1546,08-16
2017-08-16,15,1225,08-16
2017-08-16,16,877,08-16
2017-08-16,17,1122,08-16
2017-08-16,18,1257,08-16
2017-08-16,19,1252,08-16
2017-08-16,23,1204,08-16
2017-08-16,24,2532,08-16
2017-08-16,25,1047,08-16
2017-08-16,26,773,08-16
2017-08-16,27,1084,08-16
2017-08-16,28,699,08-16
2017-08-16,30,711,08-16
2017-08-16,31,1050,08-16
2017-08-16,32,616,08-16
2017-08-16,33,1058,08-16
2017-08-16,34,2375,08-16
2017-08-16,35,609,08-16
2017-08-16,37,1529,08-16
2017-08-16,38,1634,08-16
2017-08-16,39,1284,08-16
2017-08-16,40,955,08-16
2017-08-16,41,760,08-16
2017-08-16,43,1141,08-16
2017-08-16,44,3941,08-16
2017-08-16,45,3214,08-16
2017-08-16,46,3213,08-16
2017-08-16,47,3583,08-16
2017-08-16,48,2719,08-16
2017-08-16,49,1668,08-16
2017-08-16,50,2480,08-16
2017-08-16,51,1733,08-16
2017-08-16,54,738,08-16
2017-08-16,1,1727,08-16
2017-08-16,2,1827,08-16
2017-08-16,3,2763,08-16
2017-08-16,4,1294,08-16
2017-08-16,5,1409,08-16
2017-08-16,6,1460,08-16
2017-08-16,7,1589,08-16
2017-08-16,8,2595,08-16
2017-08-16,9,2198,08-16
2017-08-16,10,1122,08-16
2017-08-16,11,2454,08-16
2017-08-16,12,1143,08-16
2017-08-16,13,920,08-16
2017-08-16,14,1556,08-16
2017-08-16,15,1261,08-16
2017-08-16,16,911,08-16
2017-08-16,17,1156,08-16
2017-08-16,18,1318,08-16
2017-08-16,19,1114,08-16
2017-08-16,23,1159,08-16
2017-08-16,24,2292,08-16
2017-08-16,25,1121,08-16
2017-08-16,26,697,08-16
2017-08-16,27,955,08-16
2017-08-16,28,776,08-16
2017-08-16,30,661,08-16
2017-08-16,31,1178,08-16
2017-08-16,32,689,08-16
2017-08-16,33,1028,08-16
2017-08-16,34,2579,08-16
2017-08-16,35,693,08-16
2017-08-16,37,1485,08-16
2017-08-16,38,1404,08-16
2017-08-16,39,1472,08-16
2017-08-16,40,955,08-16
2017-08-16,41,736,08-16
2017-08-16,43,1151,08-16
2017-08-16,44,3678,08-16
2017-08-16,45,2905,08-16
2017-08-16,46,3189,08-16
2017-08-16,47,3246,08-16
2017-08-16,48,2578,08-16
2017-08-16,49,1707,08-16
2017-08-16,50,2383,08-16
2017-08-16,51,1498,08-16
2017-08-16,54,757,08-16
2017-08-16,1,1878,08-16
2017-08-16,2,1994,08-16
2017-08-16,3,2919,08-16
2017-08-16,4,1496,08-16
2017-08-16,5,1593,08-16
2017-08-16,6,1609,08-16
2017-08-16,7,1719,08-16
2017-08-16,8,2811,08-16
2017-08-16,9,1931,08-16
2017-08-16,10,1098,08-16
2017-08-16,11,2448,08-16
2017-08-16,12,1184,08-16
2017-08-16,13,890,08-16
2017-08-16,14,1461,08-16
2017-08-16,15,1261,08-16
2017-08-16,16,938,08-16
2017-08-16,17,1117,08-16
2017-08-16,18,1157,08-16
2017-08-16,19,1364,08-16
2017-08-16,23,1357,08-16
2017-08-16,24,2721,08-16
2017-08-16,25,1835,08-16
2017-08-16,26,805,08-16
2017-08-16,27,1031,08-16
2017-08-16,28,759,08-16
2017-08-16,30,736,08-16
2017-08-16,31,1128,08-16
2017-08-16,32,701,08-16
2017-08-16,33,1004,08-16
2017-08-16,34,2878,08-16
2017-08-16,35,891,08-16
2017-08-16,37,1669,08-16
2017-08-16,38,1863,08-16
2017-08-16,39,1561,08-16
2017-08-16,40,995,08-16
2017-08-16,41,825,08-16
2017-08-16,43,1618,08-16
2017-08-16,44,4006,08-16
2017-08-16,45,3528,08-16
2017-08-16,46,3456,08-16
2017-08-16,47,3600,08-16
2017-08-16,48,2828,08-16
2017-08-16,49,1913,08-16
2017-08-16,50,2449,08-16
2017-08-16,51,1836,08-16
2017-08-16,54,865,08-16
2017-08-16,1,1104,08-16
2017-08-16,2,1904,08-16
2017-08-16,3,3176,08-16
2017-08-16,4,1485,08-16
2017-08-16,5,1670,08-16
2017-08-16,6,1774,08-16
2017-08-16,7,1523,08-16
2017-08-16,8,2588,08-16
2017-08-16,9,2344,08-16
2017-08-16,10,1363,08-16
2017-08-16,11,2770,08-16
2017-08-16,12,1427,08-16
2017-08-16,13,1278,08-16
2017-08-16,14,2040,08-16
2017-08-16,15,1387,08-16
2017-08-16,16,1290,08-16
2017-08-16,17,1387,08-16
2017-08-16,18,1004,08-16
2017-08-16,19,1766,08-16
2017-08-16,23,1377,08-16
2017-08-16,24,2460,08-16
2017-08-16,25,3091,08-16
